image_path,artist_label,style_label,genre_label
Impressionism/nikolay-bogdanov-belsky_symphony.jpg,-1,12,4
Ukiyo_e/keisai-eisen_autumn-moon-over-atago-hill-atagosan-no-aki-no-tsuki-from-the-series-eight-views-of-edo-1846.jpg,-1,26,1
Cubism/marc-chagall_the-holy-coachman-1912.jpg,10,7,0
Romanticism/gustave-dore_illustration-for-the-milkmaid-and-the-milk-can.jpg,9,23,4
Symbolism/nicholas-roerich_himalayas-spoors-of-motley-mountains-1943.jpg,0,24,6
Post_Impressionism/walter-sickert_the-rialto-bridge-venice.jpg,-1,20,4
Realism/george-catlin_osage-warrior-of-the-wha-sha-she-band-a-subdivision-of-hunkah-1834.jpg,-1,21,2
Realism/ilya-repin_portrait-of-efim-repin-the-artist-s-father-1879.jpg,18,21,2
Impressionism/eugene-boudin_the-toques-at-saint-arnoult-1895.jpg,19,12,4
Romanticism/gustave-dore_samson-destroys-the-philistines-with-an-ass-jawbone.jpg,9,23,4
Romanticism/william-turner_shore-scene-with-waves-and-breakwater-1835.jpg,-1,23,4
Early_Renaissance/carlo-crivelli_saint-george-1473.jpg,-1,8,5
Impressionism/max-liebermann_self-portrait.jpg,-1,12,4
Cubism/georges-braque_the-studio-vi-1951.jpg,-1,7,0
Expressionism/lovis-corinth_self-portrait-1925.jpg,-1,9,2
Color_Field_Painting/mark-rothko_black-on-maroon.jpg,-1,5,0
Rococo/joshua-reynolds_caroline-lady-holland-1758.jpg,-1,22,5
Realism/henri-fantin-latour_vase-of-peonies-and-snowballs-1878.jpg,-1,21,2
Romanticism/ivan-aivazovsky_warning-of-storm-1851.jpg,17,23,4
Romanticism/taras-shevchenko_gifts-in-chyhyryn-in-1649-1844.jpg,-1,23,4
Realism/vincent-van-gogh_head-of-a-man-bareheaded-1885(1).jpg,1,21,2
Baroque/bartolome-esteban-murillo_st-leander-and-st-bonaventure.jpg,-1,4,5
Expressionism/paula-modersohn-becker_old-woman-with-handkerchief.jpg,-1,9,2
Realism/winslow-homer_market-scene-nassau.jpg,-1,21,2
Expressionism/ernst-ludwig-kirchner_sleeping-nilly.jpg,-1,9,2
Pop_Art/hiro-yamagata_96-atlanta-olympics-fencing.jpg,-1,19,3
Rococo/francois-boucher_pan-and-syrinx-1759.jpg,-1,22,5
Baroque/frans-hals_catarina-both-van-der-eem.jpg,-1,4,5
Impressionism/berthe-morisot_girl-with-shuttlecock-also-known-as-jeanne-bonnet.jpg,-1,12,4
Early_Renaissance/fra-angelico_st-peter-preaching-in-the-presence-of-st-mark.jpg,-1,8,5
Impressionism/paul-gauguin_garden-in-rue-carcel.jpg,-1,12,4
Post_Impressionism/ilya-mashkov_still-life-with-fruits.jpg,-1,20,4
Pop_Art/hiro-yamagata_atlanta-1996-womens-softball.jpg,-1,19,3
Romanticism/cornelis-springer_weeshuis-in-kampen.jpg,-1,23,4
Realism/mykola-pymonenko_idyll-1908(3).jpg,-1,21,2
Art_Nouveau_Modern/leon-bakst_cleopatre-greek-dancer-1910.jpg,-1,3,3
Baroque/gerard-terborch_lady-at-her-toilette.jpg,-1,4,5
Impressionism/nicolae-vermont_gypsy-woman-with-yellow-headscarf-1912.jpg,-1,12,4
Early_Renaissance/domenico-ghirlandaio_the-death-of-st-francis-1485.jpg,-1,8,5
Impressionism/claude-monet_tulip-fields-at-sassenheim-near-leiden-1886.jpg,3,12,4
Symbolism/konstantin-somov_the-lady-behind-the-desk-anonymous-letter.jpg,-1,24,6
Impressionism/joaquã­n-sorolla_boy-on-the-rocks-javea.jpg,-1,12,4
Abstract_Expressionism/sam-francis_untitled-sf-297-l-l274-1987.jpg,-1,0,0
Realism/nicholas-roerich_mist.jpg,0,21,2
Minimalism/agnes-martin_untitled-number-5-1975.jpg,-1,14,0
Expressionism/amedeo-modigliani_portrait-of-jeanne-hebuterne-1918-1.jpg,-1,9,2
Realism/arkhip-kuindzhi_sunset-in-the-forest-1878.jpg,-1,21,2
Romanticism/william-shayer_the-cowherd.jpg,-1,23,4
Romanticism/ivan-aivazovsky_sea-with-a-ship-1884.jpg,17,23,4
Impressionism/henry-herbert-la-thangue_the-harvesters-supper-1903.jpg,-1,12,4
Art_Nouveau_Modern/felix-vallotton_portrait-of-french-poet-and-dandy-robert-de-montesquiou-1898.jpg,-1,3,3
Baroque/pieter-de-hooch_interior.jpg,-1,4,5
Expressionism/richard-diebenkorn_scissors-and-lemon.jpg,-1,9,2
Realism/valentin-serov_lilacs-in-vase-1887.jpg,-1,21,2
Color_Field_Painting/olivier-debre_ocre-jaune-d-automne.jpg,-1,5,0
Post_Impressionism/maurice-prendergast_luxembourg-gardens.jpg,-1,20,4
Expressionism/costas-niarchos_untitled(4).jpg,-1,9,2
Impressionism/camille-pissarro_wash-house-at-bougival-1872.jpg,5,12,4
Realism/boris-kustodiev_boy-with-dog-portrait-of-cyril-kustodiev-son-of-the-artist-1915.jpg,12,21,2
Expressionism/zinaida-serebriakova_thes-morocco-1932.jpg,-1,9,2
Rococo/william-hogarth_portrait-of-lady-mary-grey-and-lord-george-grey-1740.jpg,-1,22,5
Romanticism/david-wilkie_the-abbotsford-family-1817.jpg,-1,23,4
Synthetic_Cubism/juan-gris_bowl-and-book-1927.jpg,-1,25,0
Symbolism/tivadar-kosztka-csontvary_the-eastern-railway-station-at-night-1902.jpg,-1,24,6
Expressionism/amedeo-modigliani_recumbent-nude-1917.jpg,-1,9,2
Symbolism/nikolaos-gyzis_behold-the-celestial-bridegroom-cometh-study.jpg,-1,24,6
Realism/nikolay-bogdanov-belsky_girl-1.jpg,-1,21,2
Northern_Renaissance/jan-van-eyck_the-prophet-zacharias-and-the-angel-gabriel-1432.jpg,-1,17,5
Expressionism/chronis-botsoglou_study-for-portrait.jpg,-1,9,2
Post_Impressionism/henri-matisse_mlle-matisse-in-a-scotch-plaid-coat-1918.jpg,23,20,4
Romanticism/sir-lawrence-alma-tadema_comparisons-1892.jpg,-1,23,4
High_Renaissance/dosso-dossi_sibyl-1525.jpg,-1,11,5
Baroque/guido-reni_the-glory-of-st-dominic-1613.jpg,-1,4,5
Impressionism/alfred-sisley_the-fields-and-hills-of-veneux-nadon-1881.jpg,-1,12,4
Realism/vasily-surikov_whacky-seated-on-the-ground-study-to-boyarynya-morozova.jpg,-1,21,2
Symbolism/konstantin-bogaevsky_sugdayya-1922.jpg,-1,24,6
Impressionism/william-merritt-chase_the-japanese-print.jpg,-1,12,4
Art_Nouveau_Modern/raphael-kirchner_expiation.jpg,22,3,3
Rococo/jean-honore-fragonard_the-bolt.jpg,-1,22,5
Symbolism/nicholas-roerich_karakoram.jpg,0,24,6
Impressionism/giovanni-boldini_couple-in-spanish-dress-with-two-parrots-el-matador.jpg,-1,12,4
High_Renaissance/lorenzo-lotto_allegory-allegory-of-prudence-and-wisdom-1505.jpg,-1,11,5
Naive_Art_Primitivism/william-h.-johnson_harlem-street-scene-with-full-moon-1940(1).jpg,-1,15,2
Realism/james-tissot_type-of-jew-1889-2.jpg,-1,21,2
Impressionism/arkhip-kuindzhi_a-birch-grove-1.jpg,-1,12,4
Symbolism/kuzma-petrov-vodkin_head-of-a-girl-1922.jpg,-1,24,6
Northern_Renaissance/dirk-bouts_mary-and-child.jpg,-1,17,5
Baroque/anthony-van-dyck_double-portrait-of-the-painter-frans-snyders-and-his-wife.jpg,-1,4,5
Post_Impressionism/pablo-picasso_woman-with-green-stockings-1902.jpg,6,20,4
Realism/john-singer-sargent_mrs-william-henry-vanderbilt-1888.jpg,8,21,2
Rococo/antoine-watteau_the-holy-family-1719.jpg,-1,22,5
Symbolism/nicholas-roerich_everest-1931.jpg,0,24,6
Realism/fyodor-vasilyev_near-a-watering-place.jpg,-1,21,2
Mannerism_Late_Renaissance/tintoretto_aretino-in-the-studio-of-tintoretto.jpg,-1,13,5
Romanticism/n.c.-wyeth_rip-van-winkle-illustration.jpg,-1,23,4
Post_Impressionism/henri-de-toulouse-lautrec_the-madame-redoing-her-bun-1893.jpg,-1,20,4
Baroque/jacob-jordaens_the-peasants-and-the-satyr.jpg,-1,4,5
Post_Impressionism/maurice-prendergast_beach-scene-no-4.jpg,-1,20,4
Synthetic_Cubism/juan-gris_the-bottle-of-banyuls-1914.jpg,-1,25,0
Cubism/louis-marcoussis_still-life-with-ace-of-spades-1921.jpg,-1,7,0
Realism/charles-francois-daubigny_le-ru-de-valmondois.jpg,-1,21,2
Baroque/guido-reni_drinking-bacchus.jpg,-1,4,5
Realism/nicholas-roerich_near-mount-sobachya-in-sosnitsy-1893.jpg,0,21,2
Realism/theodore-rousseau_landscape.jpg,-1,21,2
High_Renaissance/michelangelo_studies-for-pieta-or-the-last-judgement.jpg,-1,11,5
Rococo/george-morland_a-country-inn-1784.jpg,-1,22,5
Impressionism/auguste-rodin_flying-figure-1891.jpg,-1,12,4
Art_Nouveau_Modern/wilhelm-kotarbinski_martyr.jpg,-1,3,3
Romanticism/fyodor-bronnikov_street-in-italy-1.jpg,-1,23,4
Art_Nouveau_Modern/carl-larsson_an-interior-with-a-woman-reading(1).jpg,-1,3,3
Symbolism/gustave-moreau_the-dream-haunting-the-mogul.jpg,-1,24,6
Northern_Renaissance/pieter-bruegel-the-elder_jerome-in-the-desert.jpg,-1,17,5
Post_Impressionism/moise-kisling_lying-nude-1927.jpg,-1,20,4
Post_Impressionism/pyotr-konchalovsky_gurzuf-the-overall-view-1929.jpg,4,20,4
Expressionism/andre-derain_black-scarf-1935.jpg,-1,9,2
Expressionism/henri-matisse_seated-riffian-1913.jpg,23,9,2
Expressionism/costas-niarchos_untitled(3).jpg,-1,9,2
Northern_Renaissance/albrecht-durer_the-holy-family-in-a-hall.jpg,7,17,5
Realism/mykola-yaroshenko_portrait-of-mikhail-yevgrafovich-saltykov-shchedrin-1886.jpg,-1,21,2
Impressionism/pierre-auguste-renoir_young-woman-with-a-bun-in-her-hair-1882.jpg,2,12,4
Ukiyo_e/katsushika-hokusai_manga-9.jpg,-1,26,1
Naive_Art_Primitivism/horace-pippin_the-artist-s-wife-1936.jpg,-1,15,2
Realism/isaac-levitan_at-volga-evening-falls-1888.jpg,-1,21,2
Realism/mary-cassatt_portrait-of-a-woman-1872.jpg,-1,21,2
Baroque/frans-hals_portrait-of-a-man-holding-a-skull-1612.jpg,-1,4,5
Realism/nicholas-roerich_study-of-skull-1894.jpg,0,21,2
Impressionism/edgar-degas_dancers-at-the-old-opera-house.jpg,13,12,4
Impressionism/joaquã­n-sorolla_portrait-of-mr-taft-president-of-the-united-states-1909.jpg,-1,12,4
Romanticism/ivan-aivazovsky_the-bay-of-naples-1845.jpg,17,23,4
Realism/vasily-surikov_young-lady-with-violet-overcoat.jpg,-1,21,2
Realism/winslow-homer_below-zero.jpg,-1,21,2
Synthetic_Cubism/pablo-picasso_partition-bottle-of-port-guitar-playing-cards-1917.jpg,6,25,0
Minimalism/jean-degottex_depli-graphite-v.jpg,-1,14,0
Post_Impressionism/pierre-bonnard_saint-tropez-pier-1912.jpg,-1,20,4
Symbolism/konstantin-bogaevsky_stars-1922.jpg,-1,24,6
Abstract_Expressionism/esteban-vicente_numero-10-1983.jpg,-1,0,0
Expressionism/frank-auerbach_head-of-julia.jpg,-1,9,2
Impressionism/claude-monet_the-japanese-bridge-the-water-lily-pond.jpg,3,12,4
Pop_Art/billy-apple_the-presidential-suite-jfk-1964.jpg,-1,19,3
Impressionism/giuseppe-de-nittis_presso-al-lago.jpg,-1,12,4
Expressionism/chronis-botsoglou_mpotsoglou8.jpg,-1,9,2
Abstract_Expressionism/sam-francis_another-disappearance-1963.jpg,-1,0,0
Art_Nouveau_Modern/ferdinand-hodler_cavalryman-striding-a-horse-1908.jpg,-1,3,3
Impressionism/edgar-degas_criminal-physiognomies-1881.jpg,13,12,4
Realism/vasily-vereshchagin_on-the-road-retreat-and-escape-1895.jpg,-1,21,2
Naive_Art_Primitivism/marc-chagall_elijah-resurrects-the-son-of-the-widow-of-zarephath-i-kings-xvii-17-22.jpg,10,15,2
Post_Impressionism/vincent-van-gogh_sketch-of-a-tree-against-clouds-with-colour-annotations-1890.jpg,1,20,4
Minimalism/yves-klein_untitled-blue-monochrome-1955.jpg,-1,14,0
Impressionism/pierre-auguste-renoir_sailboats-1885.jpg,2,12,4
Realism/isaac-levitan_the-last-rays-of-the-sun-a-lake-1899.jpg,-1,21,2
Impressionism/pierre-auguste-renoir_woman-s-head-2.jpg,2,12,4
Pop_Art/derek-boshier_serpent-stripe-1962.jpg,-1,19,3
Impressionism/joaquã­n-sorolla_valencian-fishwives-1903.jpg,-1,12,4
Cubism/jean-david_woman.jpg,-1,7,0
Impressionism/claude-monet_vetheuil-1901.jpg,3,12,4
Realism/peder-severin-kroyer_skagen-1884.jpg,-1,21,2
Ukiyo_e/keisai-eisen_flower-arrangements.jpg,-1,26,1
Abstract_Expressionism/joan-snyder_chant-1979.jpg,-1,0,0
Impressionism/childe-hassam_still-life-fruits.jpg,20,12,4
Contemporary_Realism/eric-fischl_portrait-of-the-artist-as-an-old-man.jpg,-1,6,2
Pop_Art/patrick-procktor_a-group-of-polish-pilots-1960.jpg,-1,19,3
Impressionism/alfred-sisley_on-the-banks-of-the-loing-canal-1883.jpg,-1,12,4
Expressionism/salvador-dali_topological-abduction-of-europe-homage-to-rene-thom.jpg,14,9,2
Impressionism/claude-monet_the-big-blue-at-antibes.jpg,3,12,4
Abstract_Expressionism/joan-miro_not_detected_227960.jpg,-1,0,0
Symbolism/nicholas-roerich_jelep-la-tibetan-frontier-1936.jpg,0,24,6
Realism/vincent-van-gogh_woman-with-a-child-on-her-lap-1883.jpg,1,21,2
Ukiyo_e/utagawa-kuniyoshi_the-actor-2.jpg,-1,26,1
Post_Impressionism/paul-gauguin_upstream-of-pont-aven-1888.jpg,-1,20,4
Impressionism/guy-rose_view-in-the-san-gabriel-mountains.jpg,-1,12,4
Symbolism/nicholas-roerich_slavic-land.jpg,0,24,6
Realism/ilya-repin_n-wentzell-1879.jpg,18,21,2
Expressionism/august-macke_two-women-and-a-man-on-an-avenue.jpg,-1,9,2
Rococo/joseph-wright_edward-becher-leacroft.jpg,-1,22,5
Symbolism/frantisek-kupka_danse-macabre-1896.jpg,-1,24,6
Cubism/marevna-(marie-vorobieff)_portrait-of-diego-rivera-1960.jpg,-1,7,0
Symbolism/george-frederick-watts_sir-galahad-1.jpg,-1,24,6
Symbolism/mikalojus-ciurlionis_scherzo-sonata-of-the-summer-1907.jpg,-1,24,6
Realism/john-singer-sargent_mrs-edward-goetz.jpg,8,21,2
Abstract_Expressionism/sam-francis_red-again-1972.jpg,-1,0,0
Symbolism/william-blake_the-youthful-poet-s-dream-1820.jpg,-1,24,6
Early_Renaissance/andrea-mantegna_the-house-of-ludovico-gonzaga-bridegroom-decorated-wall-and-his-son-1475.jpg,-1,8,5
Realism/fyodor-vasilyev_after-a-thunderstorm.jpg,-1,21,2
Fauvism/natalia-goncharova_young-man-with-a-goatee.jpg,-1,10,2
Realism/camille-corot_soissons-seen-from-mr-henry-s-factory-1833.jpg,-1,21,2
Impressionism/joaquã­n-sorolla_a-portrait-of-basil-mundy-1908.jpg,-1,12,4
Impressionism/philip-wilson-steer_minesweepers-at-dover.jpg,-1,12,4
Post_Impressionism/victor-borisov-musatov_lady-seated-with-a-tapestry-in-the-background-1903.jpg,-1,20,4
Romanticism/john-william-waterhouse_the-shrine.jpg,-1,23,4
Art_Nouveau_Modern/nicholas-roerich_young-men-successors-1914-2.jpg,0,3,3
Expressionism/zinaida-serebriakova_italian-peasant-woman-in-a-vineyard-1936.jpg,-1,9,2
Symbolism/pierre-puvis-de-chavannes_between-art-and-nature-detail-1.jpg,-1,24,6
Realism/vasily-surikov_neapolitan-girl-with-flowers-in-her-hair.jpg,-1,21,2
Symbolism/franz-stuck_evening-star.jpg,-1,24,6
Symbolism/mstislav-dobuzhinsky_bruges-courtyard-1910.jpg,-1,24,6
Realism/georgios-jakobides_farmhouse-in-bavaria-1884.jpg,-1,21,2
Pop_Art/hiro-yamagata_fallen-leaves-1983.jpg,-1,19,3
Symbolism/nicholas-roerich_morning-rider-1918-1.jpg,0,24,6
Northern_Renaissance/mabuse_madonna-and-child-1.jpg,-1,17,5
Impressionism/edmund-charles-tarbell_dr-harvey-cushing-1908.jpg,-1,12,4
Post_Impressionism/raoul-dufy_street-decked-with-flags-1906.jpg,-1,20,4
Pop_Art/roy-lichtenstein_still-life-with-dossier-1976.jpg,-1,19,3
Post_Impressionism/martiros-saryan_surb-sarkis-st-sarkis-church-in-yerevan-1912.jpg,15,20,4
Contemporary_Realism/eric-fischl_the-raft.jpg,-1,6,2
Impressionism/theodor-pallady_still-life-with-peonies-and-clock.jpg,-1,12,4
Pop_Art/burhan-dogancay_walls-v-1-1969.jpg,-1,19,3
Art_Nouveau_Modern/zinaida-serebriakova_portrait-of-ekaterina-cavos-hunter-the-artist-s-cousin.jpg,-1,3,3
Impressionism/camille-pissarro_horseman-in-the-forest.jpg,5,12,4
Realism/ion-andreescu_the-winter.jpg,-1,21,2
Realism/vincent-van-gogh_peasant-woman-with-a-child-in-her-lap-1885.jpg,1,21,2
Realism/vasily-surikov_bit-of-moscow-1880.jpg,-1,21,2
Symbolism/nicholas-roerich_charaka-1932.jpg,0,24,6
Symbolism/arnold-bã¶cklin_lament-of-the-shepherd-1866.jpg,-1,24,6
Baroque/guido-reni_ecce-homo.jpg,-1,4,5
Naive_Art_Primitivism/andre-bauchant_paysage-montagneux-1929.jpg,-1,15,2
Art_Nouveau_Modern/anna-ostroumova-lebedeva_petersburg-the-summer-garden-in-winter-1902.jpg,-1,3,3
Impressionism/claude-monet_chrysanthemums-1878.jpg,3,12,4
Symbolism/james-ensor_self-portrait-with-masks-1899.jpg,-1,24,6
Color_Field_Painting/leon-berkowitz_vertical-7-1968.jpg,-1,5,0
Impressionism/claude-monet_the-bridge-under-repair-1872.jpg,3,12,4
Post_Impressionism/maurice-prendergast_low-tide-2.jpg,-1,20,4
Romanticism/alexander-orlowski_horsemen-1816.jpg,-1,23,4
Impressionism/camille-pissarro_bathers-2-1895.jpg,5,12,4
Post_Impressionism/henri-de-toulouse-lautrec_at-montrouge-rosa-la-rouge-1887.jpg,-1,20,4
Naive_Art_Primitivism/marc-chagall_elijah-met-at-the-gate-of-zarephath-a-widow-trying-to-collect-firewood-which-on-the-order-of.jpg,10,15,2
Naive_Art_Primitivism/fernando-botero_the-seamstress.jpg,-1,15,2
Early_Renaissance/carlo-crivelli_mary-magdalene-1490.jpg,-1,8,5
Naive_Art_Primitivism/marc-chagall_the-tablets-of-law-1962.jpg,10,15,2
Cubism/louis-marcoussis_la-cithare-1923.jpg,-1,7,0
Impressionism/childe-hassam_acorn-street-boston.jpg,20,12,4
Baroque/gabriel-metsu_the-apple-peeler-1657.jpg,-1,4,5
Expressionism/helene-schjerfbeck_green-bench-1928.jpg,-1,9,2
New_Realism/edward-hopper_evening-wind.jpg,-1,16,2
Impressionism/pierre-auguste-renoir_head-of-a-woman-in-red.jpg,2,12,4
Early_Renaissance/andrea-del-castagno_stories-of-christ-s-passion-1447.jpg,-1,8,5
Art_Nouveau_Modern/edmund-dulac_gerda-and-the-reindeer.jpg,-1,3,3
Symbolism/gustave-moreau_the-poet-and-the-saint-1868.jpg,-1,24,6
Impressionism/henri-martin_farmer-1920.jpg,-1,12,4
Naive_Art_Primitivism/marc-chagall_fiancee-with-bouquet-1977.jpg,10,15,2
Impressionism/john-henry-twachtman_path-in-the-hills-branchville-connecticut.jpg,-1,12,4
Post_Impressionism/andrã©-lhote_portrait-de-jeanne-1908.jpg,-1,20,4
Art_Nouveau_Modern/koloman-moser_landscape-with-cloudy-sky.jpg,-1,3,3
